content,published_at,likes,replies,relevance_score,relevance_score_confidence
"This 1zR@E| is the most hated unwanted narcissist that will be sworn to death by the Muslim world. Maybe not this decade, once Muslim rise and Unite.",2025-09-14 19:53:07.403000+00:00,0,0,2,0.88
Somehow only Israel can bomb 6 different countries on one day and still claims to defend herself.,2025-09-14 19:53:07.403000+00:00,0,0,3,0.74
God bless Israel 🇮🇱,2025-09-14 19:53:07.403000+00:00,0,0,3,0.94
I thought Israel was quite explicit that they were going to completely destroy Hamas and that all negotiation was ended with finality. So this shouldn't be surprising.,2025-09-14 19:53:07.403000+00:00,1,0,4,0.88
"Qatar funds hamas, and causes instability in middle east. They get what they deserve!",2025-09-14 19:53:07.403000+00:00,0,0,4,0.9
"Muslims lie and deceive before  killing you, time to serve them their medicine",2025-09-14 19:53:07.403000+00:00,0,0,1,0.93
"Look at how US treats its allies, one must be insane to rely on the US for security. It's better to be an adversary to the US, then they will come to try to win you over.",2025-09-14 19:53:07.403000+00:00,0,0,4,0.88
"Netanyahu cares about one thing above all else. He wants to stay in power. As a result, he's in hock to extremists whose idea of a solution is the mirror of Hamas'. Meanwhile, Trump is played for the fool he is. We're going to pay a high price for putting Trump in office again.",2025-09-14 19:53:07.403000+00:00,0,0,3,0.72
"Haters will hate, and Israel will enrage the whole world against it.",2025-09-14 19:53:07.403000+00:00,0,0,3,0.68
"@CaspianReport Do you know what Al Jazeera is ? it's one of the best oiled up propaganda tools existing in the world, flushed with fluent English, money and western veneer it was to hit the west and change rehteric by using sweet lies. This is Qatar's super power, they don't have standing armies, this is how they play the game, that and buying up land all over EU and US. Was Bin Laden immune to a strike because he was in a 'friendly' state ? nah. But more so I think what we have seen is basically the end game reaching as Hamas refuses to play along and their usefulness ran dry and their time was up ... don't know about you but I don't care much for the people who bowed down and praised god together as the 7th whom they planned was successfully being launched.

Qatar isn't poor or stupid, they knew what was going on, there is no chance people didn't know and the US wasn't rendered useless cause everyone knew about it - it's just politics for the masses.",2025-09-14 19:53:07.403000+00:00,1,0,4,0.86
"Why Shin Bet, which is internal Security? (and not Mossad, which operates internationally?)",2025-09-14 19:53:07.403000+00:00,1,1,5,0.9
All of Hamas should be exterminated.,2025-09-14 19:53:07.403000+00:00,1,0,3,0.88
All of Hamas should be exterminated.,2025-09-14 19:53:07.403000+00:00,1,0,3,0.9
Crossing so much air space with easy. Makes u think,2025-09-14 19:53:07.403000+00:00,0,0,4,0.69
"US security guarantees didn't fail in either case. Neither attacks targeted Qatar, and they were allowed to happen on purpose by your own analysis.",2025-09-14 19:53:07.403000+00:00,1,0,5,0.9
😢,2025-09-14 19:53:07.403000+00:00,0,0,2,0.45
"qatar needs to catch up and adapt itself to a multipolar world order. america is on a steep decline, look to other nuclear-armed superpowers.",2025-09-14 19:53:07.403000+00:00,1,0,4,0.78
"Qatar is not a sovereign country, its a western cuckold colony, and there so what they think and what they feel is completely irrelevant.
Unneceserry video.",2025-09-14 19:53:07.403000+00:00,0,0,3,0.88
Qatar knew about attack before hand they are acting innocent,2025-09-14 19:53:07.403000+00:00,0,0,5,0.93
Скоро из кожи израильтян будут футбольные мячи делать и продавать на амазоне,2025-09-14 19:53:09.572000+00:00,0,0,2,0.9
Qatar acting like a pet 🐕 of USA,2025-09-14 19:53:09.572000+00:00,4,2,3,0.82
"Qatar is the No.1 sponsor of international Jihad activities. Is that too at US 's behest perhaps? 

The mother of the Qatari emir is a member of the Club of Rome by the way",2025-09-14 19:53:09.572000+00:00,0,0,3,0.74
egypt deserved this more,2025-09-14 19:53:09.572000+00:00,0,0,3,0.61
"It's obvious that Qatar and the US knew, approved and coordinated with Israel. It's also obvious that Hamas doesn't want peace, because if they did they would have released the hostages. Hence the attack.",2025-09-14 19:53:09.572000+00:00,0,0,5,0.9
"You really don’t get it, this was a misunderstanding of the of the operation.",2025-09-14 19:53:09.572000+00:00,0,0,3,0.62
They're not just the messenger. You'd only need to look at their role in the Syrian civil war.,2025-09-14 19:53:09.572000+00:00,0,0,4,0.72
Israel never wanted peace.,2025-09-14 19:53:09.572000+00:00,0,0,3,0.88
Why did Qatar opt for US for security than Pakistan and Turkey? Pakistan is a nuclear nation and the only Muslim nation with an organized army.,2025-09-14 19:53:09.572000+00:00,0,0,4,0.88
"Israel's goal was always genocide. They knew they can do it, they knew they can get away with it - as they control the most powerful nation on Earth, both politically and militarily. The USA is an equal partner in this crime against humanity!",2025-09-14 19:53:09.572000+00:00,0,0,3,0.82
Qatar was hosting and sponsoring a terror gang waging a holy war against Israel. There was no peace to shatter or delicate balance to unbalance in the first place. Qatar is a combatant.,2025-09-14 19:53:09.572000+00:00,2,0,5,0.93
"Breaking | Israeli occupation forces abduct over 1,000 Palestinians, including children, from Tulkarm and its surroundings in the occupied West Bank.",2025-09-14 19:53:09.572000+00:00,0,0,2,0.9
"yeah, there's no way the americans didnt know about the israeli strike seeing as qatar hosts their largest military base in the region. the emir was probably asked to sit down and take it",2025-09-14 19:53:09.572000+00:00,0,0,5,0.93
Super interesting.,2025-09-14 19:53:09.572000+00:00,0,0,2,0.93
The Qataris arranged Hamas offices and a Israeli embassy at the request of Obama in order to mediate. Of course now that we have t e r r o r i s t occupiers and g e n o c i d e r s  it's the law of the jungle,2025-09-14 19:53:09.572000+00:00,1,0,4,0.83
"It is highly unlikely that you will detect aircraft launched small ballistic missile with satellite systems, more likely to detect them with ground radar.",2025-09-14 19:53:09.572000+00:00,0,0,4,0.82
"As long the Epstein tapes are around.... IL got US political class by the balls. 
I guess the ball is in the courts of the ME monarchies. Either learn to work together or be consumed piece by piece into Greater Israel.",2025-09-14 19:53:09.572000+00:00,0,0,3,0.74
"nah Isreal just wants war, they want war so they could beat the neighboring country with its slave US of A. so israel could achieve their goals, the greater israel.",2025-09-14 19:53:09.572000+00:00,0,0,2,0.72
Israel is a terrorist state,2025-09-14 19:53:09.572000+00:00,0,0,3,0.86
Israel should take all the arabs lands. This would make the world safer.,2025-09-14 19:53:11.571000+00:00,0,0,1,0.95
i wonder if they'll bomb turkey next and complete their sacred mission to turn the entire middle east against them LOL.,2025-09-14 19:53:11.571000+00:00,1,0,4,0.84
Yet stupid arabs won't understand,2025-09-14 19:53:11.571000+00:00,0,0,1,0.95
It is easy. Don't harbour billionaire terrorists.,2025-09-14 19:53:11.571000+00:00,0,0,5,0.95
Even the barbarians knew not to kill the messenger. These creatures are different kind of evil,2025-09-14 19:53:11.571000+00:00,1,0,4,0.72
"@CaspianReport 90% of this video is completely wrong. Qatar has never been neutral. It funded Hamas and many other terror groups for 20 years. Its a joke that they are mediators.
Also, If you knew anything about the IDF you'd know that Israel doesn't need any country to refuel its jets. and lastly, the strike was not ON Qatar but IN Qatar, On Hamas leaders.",2025-09-14 19:53:11.571000+00:00,0,0,5,0.93
"Qatar has enough diplomatic strength to coax Saudi and UAE to lift their blockade. The EU bloc countries supposedly placed enough pressure to allow for relations to thaw. But when it comes to Israel and the US, there's little leverage, especially with a short sighted, asinine, juvenile temperament, narcissist like Trump as the mouth. 
Qatar has for long harboured the ideological ilk of MB, the root of Hamas. So maybe this will lead them to more pragmatic statecraft  for the Qataris",2025-09-14 19:53:11.571000+00:00,0,0,4,0.82
"Take away the Golan hights from that map, it's an occupied area.",2025-09-14 19:53:11.571000+00:00,0,0,2,0.82
"Did the negotiators contain underground Hamas bunkers buried in their rectal cavities or something? Did they have one of those teeth from the Dune universe that lets you breathe poison unto an enemy? 

HOW can you justify bombing a fucking PEACE DELEGATION",2025-09-14 19:53:11.571000+00:00,0,0,5,0.95
"@CaspianReport , u think somebody is plotting against qatar or they are caught in some serious trouble ? becasue not only are they attacked by both iran and isreal now , they also gave a 400 million dollar jet to donald trump. they must be in some serious trouble where they need desperate help from the US or someone to be pushed around while being silent like this . dont you think ?",2025-09-14 19:53:11.571000+00:00,0,0,5,0.9
"""a friend to all is a friend to none."" 

qatar's (and everybody's) lesson from this should be to pick a side and firmly stand by it. fence-sitting will not save you or help you. and even if you bow before israel like a humble servant or a loyal dog, they will not spare you. have some principles and integrity.",2025-09-14 19:53:11.571000+00:00,3,0,5,0.93
"""In matters of state craft, it is so poor that all it has is money."" 
Squarely on point!
Por parágrafos como ese es que éste canal tiene mi suscripción.",2025-09-14 19:53:11.571000+00:00,1,0,4,0.78
Hasbara bots are active here be careful,2025-09-14 19:53:11.571000+00:00,0,0,2,0.73
"Qatar will be bombed again , they cant pay 💰 their way out , being a sneaky terror sponsors has a price . Egypt , Saudia , UAE will be very happy to reset Qatar",2025-09-14 19:53:11.571000+00:00,0,0,4,0.88
Qatar is the head of the sneak . World‘s terror exporter,2025-09-14 19:53:11.571000+00:00,2,2,3,0.95
I support Israel 🇮🇱 in getting rid of terrorists,2025-09-14 19:53:11.571000+00:00,0,0,4,0.83
Qatar found hamas al jazeara islamism in europe,2025-09-14 19:53:11.571000+00:00,2,0,3,0.55
Those defence system purchased by Qatar at the Bazaar are remotely controlled by the Khazars in Tel-Aviv.,2025-09-14 19:53:11.571000+00:00,0,0,4,0.9
"keep in mind that "" jews never keep promises"" who believe them deserved it",2025-09-14 19:53:13.553000+00:00,1,0,1,0.93
They were attacked via ballistic barak MX from the dead Sea......,2025-09-14 19:53:13.553000+00:00,0,0,4,0.9
Qatar is a messager 😂😂😂 too rich for such statement. Venomous Media with state providing protection for terror organization.,2025-09-14 19:53:13.553000+00:00,0,0,4,0.86
Kick out USA of Qatar,2025-09-14 19:53:13.553000+00:00,0,0,5,0.9
❤❤❤,2025-09-14 19:53:13.553000+00:00,0,0,1,0.95
"The only reason Israel is able to exist is because of it's obedient golem, the USA who protects them from consequences of their actions.",2025-09-14 19:53:13.553000+00:00,0,0,3,0.8
"Regards from London, thanks to SIRVAN again.  They have choices !! Their defence needs they can buy from TURKIYE !!!",2025-09-14 19:53:13.553000+00:00,0,0,3,0.73
10:42 Neither has the leverage to pressure Hamas into a deal?  What about Israel?  Hamas has agreed to terms that actually dissolve Hamas in exchange for governance by neutral international governance of the Gaza Strip.  There's nothing Hamas can agree to that Israel will accept.,2025-09-14 19:53:13.553000+00:00,0,0,5,0.93
We are Israel’s slaves,2025-09-14 19:53:13.553000+00:00,0,0,3,0.6
"- Used stealth aircraft to penetrate an ally of the US.
- Killed people who weren’t even citizens of that country. 
- Didn’t inform anyone of their actions. 
- Celebrated the elimination of terrorists.

…the killing of Osama Bin Laden really was quite something. 😉",2025-09-14 19:53:13.553000+00:00,0,0,4,0.9
"i would call Qatar a messenger, more like a hideout for the Hamas leadership.",2025-09-14 19:53:13.553000+00:00,0,1,5,0.96
You cant harbor active enemy combatants leadership in your country and expect like theyr enemies will do nothing about it.,2025-09-14 19:53:13.553000+00:00,0,0,5,0.95
And China - RealLifeLore Probably,2025-09-14 19:53:13.553000+00:00,0,0,1,0.63
Totally disagree with your final statement. I think there would be an international player not regional player that would enter the playground. Turkish being regional player can hardly provide any protection from Israel. As it has neither agency nor political might to do so.,2025-09-14 19:53:13.553000+00:00,0,0,5,0.9
You are pro Islam and terror,2025-09-14 19:53:13.553000+00:00,0,0,1,0.94
"Hamas and Qatar were only stalling. They rejected generous terms. They're holding 48 hostages (held now for nearly 2 years), 30 known to be dead. Hostage taking is a war crime and must be punished. Perhaps, the remaining Hamas leaders will have to abandon their posh villas and retreat to underground bunkers. Don't shed tears for them.",2025-09-14 19:53:13.553000+00:00,0,0,4,0.82
"When you offer safe harbor to groups like Hamas, you can't complain when their enemies take action.",2025-09-14 19:53:13.553000+00:00,0,0,5,0.95
"Get USA out of MiddleEast, they are of no help. They just want to be in MiddleEast for their own interests.",2025-09-14 19:53:13.553000+00:00,0,0,4,0.86
Qatar is a terrorist regime they just use Al Jazzeera as their sword.,2025-09-14 19:53:15.744000+00:00,0,0,3,0.84
someone was afraid there could be peace...,2025-09-14 19:53:15.744000+00:00,2,0,5,0.82
"Look, in short Qatar is on its own. If you want to Scream like a Madman about Freedom and want to be deployed in the Middle East. Be my Guest.",2025-09-14 19:53:15.744000+00:00,0,0,4,0.74
"Israel is NOT bringing peace to the MiddleEast by existing, see what happens when Israel exist. It just annoys the neighbors.",2025-09-14 19:53:15.744000+00:00,0,0,3,0.72
"Qatar is a serious terrorist sympathizer, good job by Israel",2025-09-14 19:53:15.744000+00:00,0,0,5,0.95
"Iran ordered it
Hamas started it
Gazans cheered it
Qatar fumbled it 
Israel is ending it",2025-09-14 19:53:15.744000+00:00,0,0,4,0.79
"When one is psychopath child ki**er, Peace is never an option.",2025-09-14 19:53:15.744000+00:00,0,0,3,0.45
"In a world gone mad cheering for terrorists, Israel does what it needs to do to protect its citizens from terrorists. God bless Israel.",2025-09-14 19:53:15.744000+00:00,1,1,3,0.88
"Okay hamas the USA is complicit. So ....
What are you going to do about it?",2025-09-14 19:53:15.744000+00:00,0,1,4,0.82
harbouring billionaire terrorists...fun times,2025-09-14 19:53:15.744000+00:00,0,0,4,0.82
It would seem as things get worse They are gonna go with the Samson Option at some point.,2025-09-14 19:53:15.744000+00:00,2,0,2,0.56
"I don't agree that this was wrong, and these islamists have no morals and must be squshed only a fool would  bother to talk to them.",2025-09-14 19:53:15.744000+00:00,0,0,5,0.94
10:27 well we now know that hamas have signaled that it want  to talk.,2025-09-14 19:53:15.744000+00:00,0,0,4,0.9
If this doesn't open all Arab nations eyes to the simple and very obvious truth that Israel is an existential threat for all of them and they must unite to neutralize the threat then nothing will and the middle East will become ocuppied by Israel,2025-09-14 19:53:15.744000+00:00,0,0,4,0.88
If any other country behaved as Israel does it wouldn't exist anymore.,2025-09-14 19:53:15.744000+00:00,2,0,3,0.78
"Fuck Qatar for sponsoring and protecting hamas, they had it coming bunch of losses only oil and terrorism to thier name",2025-09-14 19:53:15.744000+00:00,0,0,5,0.93
"""pressure hamas"" as if Israel isn't the one resisting any ceasefire deal",2025-09-14 19:53:15.744000+00:00,3,2,4,0.8
"3:58
The jets flew over Syria and Iraq. Not Jordan and Saudia.",2025-09-14 19:53:15.744000+00:00,1,0,5,0.93
I don’t support Israel but Doha had it coming,2025-09-14 19:53:17.680000+00:00,0,0,5,0.93
"They are master of ""managing""  both sides. Like arab-iran, or US- Taliban.",2025-09-14 19:53:17.680000+00:00,0,0,4,0.7
I’m 936,2025-09-14 19:53:17.680000+00:00,1,0,1,0.98
"Qatar is not an ""innocent mediator."" On the CONTRARY, Qatar hosted Hamas' leadership in luxury hotels as this leadership CELEBRATED the rape of women, kidnapping of elderly and children, and the SPORT-KILLING of Israeli civilians (and civilians from over a dozen of other countries) at a peace-music festival. They had TWO years to expel Hamas and avoid Israel's strike. And the strike was NOT directly at Qatar (though they certainly 'had it coming') --> it was directly specifically at Hamas. If Hamas had been expelled, there would not have been any strike.",2025-09-14 19:53:17.680000+00:00,0,0,5,0.93
"The world has some terrible leadership right now.  These are their wars, not ours.",2025-09-14 19:53:17.680000+00:00,0,0,2,0.76
"After all that Hamas has brought onto its own people, the fact they still remain in control, still hold hostages, says everything about the chance of long term peace.",2025-09-14 19:53:17.680000+00:00,0,0,4,0.84
Trump admin cover-ups: 0 out of 10. Stand on your truth - Trump did sketchy things with Epstein and Trump admin is okay with genocide. Facts don’t lie.,2025-09-14 19:53:17.680000+00:00,1,0,2,0.63
"Mostly likely Hamas declined any further negotiations to release the hostages and forced the Israeli's hand.
Anyway, bombing the territory of a country that is a neutral safe place is an absolute no-go. That would be like bombing Switzerland.",2025-09-14 19:53:17.680000+00:00,0,1,5,0.9
“How harbouring terrorist has consequences” - fixed the title for you,2025-09-14 19:53:17.680000+00:00,0,0,5,0.93
Couldn't the Brittish tankerplane been monitoring the situation from air for a reason or another?,2025-09-14 19:53:17.680000+00:00,0,0,4,0.76
"Not a fan of Israel, Iran or the USA's foreign policies. But Qatar has been asking for this for more than a decade, they use their oil money to politically interfere with a lot of western and middle eastern countries. They've been protected by the USA until now",2025-09-14 19:53:17.680000+00:00,1,0,4,0.86
Trump is not trustworthy. He have flip flop so many times that the paper he signed may become invalid anytime he like. No wonder he have gone bankrupt so many times. He is not a trustworthy person to do business.,2025-09-14 19:53:17.680000+00:00,5,0,2,0.76
"SO glad I voted for the ""no more eternal wars for Israel"" president 😒",2025-09-14 19:53:17.680000+00:00,2,0,3,0.74
"Anyone stopped for a moment to think how strange it is that H*m*s needs to be **pressured into a deal**? One would assume that since their subjects are suffering so much, they should be eager for an end.. But no, they need to be pressured. No one stops to ask why?",2025-09-14 19:53:17.680000+00:00,0,0,4,0.84
Don't negotiate with terrorists.,2025-09-14 19:53:17.680000+00:00,0,0,4,0.9
A nation that harbors terrorists should not be a nation.,2025-09-14 19:53:17.680000+00:00,2,2,4,0.9
"Watar, what a weak country.",2025-09-14 19:53:17.680000+00:00,0,0,4,0.78
What a stupid foreign policy Qatar has that it gets bombed by both Israel and Iran. You cannot be the Switzerland of Middle East if you are funding radical groups and trying to destabilize even your neighboring Arab countries.,2025-09-14 19:53:17.680000+00:00,0,0,5,0.92
All Arab nations are disgrace except Yemen's Houthis. They deserve this!,2025-09-14 19:53:17.680000+00:00,0,0,3,0.61
"People should ask Qatar, why it's military is so useless instead of blaming Israel",2025-09-14 19:53:17.680000+00:00,0,0,4,0.9
Threat to Israels security = a threat to Israels ongoing genocide of the Palestinians.,2025-09-14 19:53:19.776000+00:00,1,0,2,0.86
"I completely don't support American support of Israel (Saturn worshipers). They are not the Israeli of the old testament. That's who they are killing. Trump is a Zionist and wants to make a resort on the bodies of dead Palestinians. Zionists or worse than anything you ever heard about. At what point does the United States support genocide??? When did the American people accept this shit. If you are a Christian then don't believe in the Jewish god. Jesus was against everything the Jew God stood for. He was not the son of the evil Jew God. The Israelis are fucking evil and want us to kill their enemies. Don't do it America, don't support these people who don't believe in Jesus.",2025-09-14 19:53:19.776000+00:00,0,0,2,0.86
you simply cant trust those people,2025-09-14 19:53:19.776000+00:00,0,0,2,0.34
It is very unlikely that Israel bombed that house without anyone in Qatar knowing it - the most likely scenario is that even in Qatar ppl got impatient and fed up with Hamas and decided to turn a blind eye.,2025-09-14 19:53:19.776000+00:00,0,1,5,0.9
Turkey can never project its power to Qatar with Iran or Iraq. That’s the hidden elephant 🐘 in the room,2025-09-14 19:53:19.776000+00:00,0,0,3,0.73
"The title is misleading and false:

Israel did not shoot the messenger (Qatar), it shot the villian (Hamas) in the backyard of  Qatar",2025-09-14 19:53:19.776000+00:00,0,1,5,0.9
The Petah Tikvah location on your Israel map is wrong :),2025-09-14 19:53:19.776000+00:00,0,0,2,0.95
"HOW COME THE   PATRIOT SYSTEM DID NOT WORKING? LIKE EVERYONE SUSPECTS AMERICA HOLDS THE KEY TO EVERYTHING THEY SELL,  FROM ARTILLERY TO MISSILES TO DROWNS AIRPLANES TO ALL . TURKS FOUND OUT THIS AT THE CYPRUS PEACE MISSION IN 1974 THE TOUGH WAY,   USA  TALL   THE TURKS THEN NOT TO USE ANY WEAPONS THAT ARE USA MADE, AND FOR TURKS WAS TO  EITHER SACRIFICE  THE CYPRIOT TURKS TO THE GREEK TO KILL THEM ALL OR TO FACE THE SO CALLED  FRIENDLY USA EMBARGO, THIS USA THREAD  FOR TURKIYE TO SACRIFICE THE CYPRIOT TURK MEANT  HUMILIATION AND COMPLETE  CONTROLLING THE TURKS BY THE WEST AND USA, THE TURKS THEN LEARNED   WHOM THEIR FRIENDS  WAS AND WAS  NOT, THIS LESSON TAUGHT TURKS NOT TO TRUST THE WEST OR THE USA, THIS WAS THE BEGINNING OF THE TURKISH DEFENSE  INDUSTRY'S BIRTH,  THANKS  TO AMERICA AND THEIR FRIENDS THAT PUSHED AND  USED  THE TURKS AROUND TILL THEY WAKE UP AND SMELL THE COFFEE.",2025-09-14 19:53:19.776000+00:00,0,0,3,0.72
"Qatar has been funding terrorists and indoctrination of societies across the Indian sub continent and north Africa as well for far too long. Qatar needs to taste some medicines. Need to pull out jihad out of their throats. Got dollars because of gas and oil, now interfering into other societies with such ugly consequences without any accountability and responsibilities. Qatar needs to stop or face the consequences.",2025-09-14 19:53:19.776000+00:00,0,0,3,0.76
"A couple criticisms:
1. @4:45: In ""stealth configuration"" munitions are carried internally, so would not have increased the fuel need. And as for ""combat maneuvers"" other than opening and closing the bay to drop munitions, really wont be doing any maneuvering.
2. @4:53 Israel has it's own tanker aircraft (KC-707), you jumped to a massive conclusion based on a false premise. 
3. @6:14 Again Israel has its own tankers, and we have seen them strike Yemen with is much further away.

In conclusion, many of your assessments are built off of false assumptions. Very disappointing when they are treated as facts.",2025-09-14 19:53:19.776000+00:00,0,0,5,0.91
Qatar needs to order celik kubbe from 🇹🇷 and S400 from Russia  🇷🇺asap,2025-09-14 19:53:19.776000+00:00,0,0,4,0.9
the state sponsor of ep$tein is a t@rrorist m@fia. that cancerous people have only bribery and blackmail. They selected Barabbas and will suffer the curse for all eternity.,2025-09-14 19:53:19.776000+00:00,0,0,2,0.8
109 countries cannot be wrong.,2025-09-14 19:53:19.776000+00:00,3,2,2,0.34
"And we in the United States are burning all of this prestige and international credibility for a rogue ethno state that is neither in a strategic position like Egypt, has no advanced technology like Taiwan nor valuable natural resources like Saudi Arabia… What a waste",2025-09-14 19:53:19.776000+00:00,5,5,5,0.9
All who think qater is a neutral county because it hosting The negotiation is wrong they where repasnting hames just like the usa repsanted Israel,2025-09-14 19:53:19.776000+00:00,0,0,5,0.9
Stirred up a rubble making hornets' nest on Oct 7th didn't they 💯%,2025-09-14 19:53:19.776000+00:00,0,0,2,0.55
Great video!,2025-09-14 19:53:19.776000+00:00,0,0,2,0.96
Qatar 🇶🇦 is forefront in funding Radical Islam in western countries .,2025-09-14 19:53:21.779000+00:00,0,0,3,0.65
"If anything, this attack shows that the Arab world either has still extremely incompetent armies, or they remain to be slaves to the US.",2025-09-14 19:53:21.779000+00:00,0,0,4,0.82
So the Saudis also said yes for the bombing of qatar?,2025-09-14 19:53:21.779000+00:00,0,0,3,0.74
Turks didn't do anything either lol,2025-09-14 19:53:21.779000+00:00,0,0,3,0.74
"This analysis is potentially incorrect. As I understand, Israel flew down the red sea, around the gulf of Aden, then gulf of Oman, before firing their payloads.",2025-09-14 19:53:21.779000+00:00,0,0,4,0.88
"Play both sides gets bombed by both sides ( israil and iran)
Play stupid games, win stupid prizes 😂😂",2025-09-14 19:53:21.779000+00:00,0,0,5,0.93
Messenger who harbours terrorists.,2025-09-14 19:53:21.779000+00:00,0,0,5,0.88
"How about not harboring terrorists?
How about the elimination of Bin Laden? How about France, the UK and the US attacking terrorists in Mali, Burkina Faso, Iraq and Syria?
How about turkey killing Kurds in Syria and Iraq?
Hamas are dead man walking. Don’t want your country to be attacked? Send them elsewhere

0:40 ceasefire? 😂😂😂😂 what a joke! Ceasefire 🤣🤣🤣 hilarious! 
Ceasefire will happen after Hamas is eliminated, in Gaza, Qatar and elsewhere. Those fake talks? 😂😂 give me a break",2025-09-14 19:53:21.779000+00:00,0,0,5,0.92
Qatar hosting Hams was signing getting bombed by Israel some time in future.,2025-09-14 19:53:21.779000+00:00,0,0,5,0.88
Updates appreciated 👍,2025-09-14 19:53:21.779000+00:00,1,0,2,0.94
Go Israel,2025-09-14 19:53:21.779000+00:00,0,0,3,0.88
"Only public outrage when the Jews do it, right?... US did it in Pakistan for Bin Laden, UK did it in Iraq for ISIS... but THIS is a problem?",2025-09-14 19:53:21.779000+00:00,0,2,4,0.86
Go go go Israel ! Qatar have been one of the root cause of this war and disinformation worldwide,2025-09-14 19:53:21.779000+00:00,0,0,4,0.9
"Preamble to World War 3 ! Someone is going to launch that first WMD  , then all hell is going to break loose.",2025-09-14 19:53:21.779000+00:00,0,0,3,0.7
Israel is a threat to world peace and war crimes must be enforced in court,2025-09-14 19:53:21.779000+00:00,0,0,3,0.78
Dang qatar pours money into you don't it,2025-09-14 19:53:21.779000+00:00,0,0,2,0.76
Conclusion : Quatar anti-aérien défense dépends 100% from Israël !,2025-09-14 19:53:21.779000+00:00,0,0,4,0.86
Switch Trump to US choices Trump is an old man he makes 0 decisions. If Trump made any decisions we would already be at war,2025-09-14 19:53:23.947000+00:00,0,0,3,0.6
"Israel, for long, has been a racist state, but now, under Shaitanyahu, it is a rogue, terrorist state!
It is now upon the world to hold it responsible/accountable & take it down! But, alas, we all know how this will play out............",2025-09-14 19:53:23.947000+00:00,2,0,2,0.74
Qatar is an agreed political negotiations ground for Hamas. Israel have bombed 9 countries in the last year and continue to get away with it.,2025-09-14 19:53:23.947000+00:00,3,2,4,0.86
"Qatar, Saudi Arabia, Iran. DEMOCRACY IS NEEDED HERE, ENOUGH POWER OF RICH FAMILIES!!!!!",2025-09-14 19:53:23.947000+00:00,1,1,2,0.8
"Isreal not a state, it a racist shit hole that gets funded by the US and brainwashed boomers to think they are the ""chosen"" people. There time limited. We see the evil for what it is.",2025-09-14 19:53:23.947000+00:00,0,0,2,0.9
"If you hiding terrorists and cooperate with them, than Qatar is confederate. Also Qatar support other terrorists officially or unofficially. They had a lot of time to go back but they decided not to. So they have now challenge consequences. Same issue was Pakistan hiding Usama Bin Ladin.

If you don't give terrorists in front of international court. You can't say anything to the country where these terrorists carried out a terrorist attack after they themselves punish them.",2025-09-14 19:53:23.947000+00:00,0,1,5,0.94
"The days of playing both sides are honestly over in the region, the little guys will be forced to pick a side or get whooped by both",2025-09-14 19:53:23.947000+00:00,0,0,4,0.87
"The days of playing both sides are honestly over in the region, the little guys will be forced to pick a side or get whooped by both",2025-09-14 19:53:23.947000+00:00,2,0,4,0.87
"Qatar, rich sponsor of islamic terror!!!!!!!!!!!!",2025-09-14 19:53:23.947000+00:00,1,0,3,0.84
Qatarstrophic 😂,2025-09-14 19:53:23.947000+00:00,1,0,3,0.64
Israel is objectively out of control. The only allies they have are bought. Everyone else loathes them deeply.,2025-09-14 19:53:23.947000+00:00,2,3,3,0.82
"""Safe haven for terrorists..."" bleats of International Law are negated with this; he said it in the commentary. If Qatar hid Hamas after 10/7, congratulations, they have chosen a side and are now party to the conflict. Qatar has laundered 10s of billions of dollars of aid money that should have went to their Palestinian bretheren. Stealing aid money for refugees? Can't get any lower than that low. Can't cry about it when it blows up in their face, FAFO.
 International law bookshelves groan heavy with laws against terrorism, especially how it is financed I mean, for f sake, it's right there in the name:  ""terrorism."" 
And people think another 10 days of negotiations out of the over 700 we've had since the attack would finally do the trick? Seriously?",2025-09-14 19:53:23.947000+00:00,0,0,5,0.92
"Qatar isn’t “the messenger” they are the defenders of the gen0sidal terrorists that run Gaza, and they are the ones pumping billions of pro Islam lies and propoganda into western schools and institutions. They should NOT be safe. They are the definition of evil.",2025-09-14 19:53:23.947000+00:00,0,0,5,0.93
that bribe to Trump didn't get them much did it.,2025-09-14 19:53:23.947000+00:00,0,0,2,0.46
Trump has ruined 80 years of US credibility.,2025-09-14 19:53:23.947000+00:00,1,0,3,0.64
"to quote great Rick and Morty , this is something Saudies do , they may have done it ,they DID DO IT !",2025-09-14 19:53:23.947000+00:00,0,0,3,0.62
Fuck ground bews,2025-09-14 19:53:23.947000+00:00,1,0,1,0.92
Thanks for bringing these issues to Light.,2025-09-14 19:53:23.947000+00:00,2,0,2,0.9
Israel killed the peace negotiators Israel does not want peace Israel is a rogue genocidal apartheid state and needs to be crushed BDS Israel now,2025-09-14 19:53:23.947000+00:00,0,0,5,0.92
"Im sorry Shirvan but this aint it. How in a video about Qatar you couldnt mention how it's the main financial sponsor of Hamas, how they've been financing terrorism globally, how the only reason they're considered a mediator is because Hamas wouldnt agree to negotiate without them, and how Al Jazeera has been acting as Hamas' mouthpiece ever since this war began?

It's the first time I find myself disappointed with your coverage.",2025-09-14 19:53:26.148000+00:00,1,0,5,0.95
Nazis,2025-09-14 19:53:26.148000+00:00,0,0,1,0.25
